"","voted2004","voted2008","Kerryvoter","Obamavoter","white","black","pres.approval","partyid","economy"
"2027",1,0,0,1,1,0,1,-1,-0.5
"2029",1,0,0,1,1,0,1,-1,-1
"2031",1,0,0,0,1,0,1,-1,-1
"2033",1,0,0,1,1,0,-0.5,-1,-0.5
"2035",1,0,0,1,1,0,-0.5,-1,-0.5
"2037",1,0,0,1,1,0,0.5,-1,0
"2039",1,0,0,1,1,0,-0.5,0,-1
"2041",1,0,0,1,1,0,1,-1,-1
"2043",1,0,0,1,1,0,-0.5,-1,-1
"2045",1,0,0,1,1,0,0.5,1,-0.5
"2047",1,0,0,1,1,0,-0.5,-1,-1
"2049",1,0,0,0,1,0,-1,0,-1
"2051",1,0,0,1,1,0,-0.5,-1,-1
"2053",1,0,1,1,1,0,-1,1,-1
"2055",1,0,0,1,1,0,0.5,-1,-0.5
"2057",1,0,0,1,1,0,1,1,-0.5
"2059",1,1,1,1,1,0,-1,1,-1
"2060",1,1,1,0,1,0,0.5,-1,-0.5
"2061",0,1,0,1,1,0,-1,0,-1
"2062",0,0,0,0,1,0,1,-1,-0.5
"2063",0,0,0,0,1,0,-1,1,-1
"2064",0,0,0,0,1,0,-1,0,-1
"2065",0,0,0,0,1,0,1,0,0.5
"2066",0,0,0,0,1,0,-1,1,-1
"2067",0,0,0,0,1,0,0,0,-1
"2068",0,1,0,1,1,0,1,0,-1
"2069",0,1,0,1,1,0,-1,1,-1
"2070",1,0,1,0,1,0,0.5,1,-1
"2071",0,1,0,1,1,0,0.5,0,-0.5
"2072",0,0,0,0,1,0,-1,1,-1
"2073",0,0,0,0,1,0,-1,0,-1
"2074",0,0,0,0,1,0,-1,1,0
"2075",1,1,1,1,1,0,-1,1,-1
"2076",1,1,0,1,1,0,-0.5,0,-1
"2077",0,0,0,0,1,0,-1,1,-1
"2078",1,1,1,1,1,0,-1,1,-1
"2079",0,1,0,1,0,0,-1,1,-1
"2080",0,0,0,0,1,0,-1,0,-1
"2081",0,0,0,0,1,0,-1,0,-0.5
"2082",1,1,1,1,0,0,-1,1,0
"2083",0,0,0,0,0,0,-0.5,1,0
"2084",0,0,0,0,1,0,-1,0,-1
"2085",0,0,0,0,1,0,-0.5,0,-1
"2086",1,1,1,1,0,0,-1,0,-1
"2087",0,0,0,0,1,0,-1,0,-0.5
"2088",0,0,0,0,0,0,-0.5,0,0
"2089",0,0,0,0,0,0,-1,0,-0.5
"2090",1,1,0,0,1,0,1,-1,-1
"2091",0,1,0,1,0,0,-1,1,-1
"2092",0,0,0,0,0,0,-0.5,1,-1
"2093",1,1,0,0,0,0,1,0,-1
"2094",0,0,0,0,1,0,-1,0,-0.5
"2095",0,1,0,1,1,0,-1,1,-1
"2096",1,1,0,0,1,0,0.5,0,0
"2097",1,1,1,0,0,0,-1,1,-0.5
"2098",0,0,0,0,1,0,-0.5,1,-0.5
"2099",1,1,1,1,1,0,-0.5,1,-1
"2100",0,0,0,0,1,0,0,0,-1
"2101",1,1,1,1,0,1,0.5,1,0
"2102",1,1,1,1,1,0,-1,1,-1
"2103",0,0,0,0,1,0,-0.5,0,-0.5
"2104",1,1,0,0,1,0,1,-1,-0.5
"2105",0,0,0,0,1,0,-1,1,-1
"2106",1,1,0,0,1,0,1,-1,0
"2107",0,0,0,0,1,0,0,0,-0.5
"2108",1,0,1,0,1,0,-1,1,-0.5
"2109",1,1,1,1,1,0,-1,1,-1
"2110",0,0,0,0,1,0,-0.5,0,-1
"2111",0,0,0,0,0,1,-1,1,-1
"2112",0,0,0,0,1,0,1,0,-0.5
"2113",1,1,1,1,1,0,-1,1,-1
"2114",1,1,1,1,1,0,-1,1,-1
"2115",0,0,0,0,1,0,0,1,-1
"2116",1,1,1,1,1,0,-1,1,-1
"2117",1,1,1,1,1,0,-1,1,-1
"2118",1,1,0,0,0,0,0.5,-1,-0.5
"2119",0,0,0,0,0,0,1,0,0
"2120",1,0,0,0,1,0,-0.5,0,-1
"2121",0,1,0,0,1,0,0.5,0,-1
"2122",0,0,0,0,1,0,-0.5,0,-1
"2123",0,0,0,0,0,0,0.5,0,-1
"2124",1,0,0,0,1,0,1,-1,-1
"2125",0,1,0,1,0,1,0,0,-0.5
"2126",0,0,0,0,0,1,-1,0,-1
"2127",1,1,0,0,0,0,1,-1,-1
"2128",1,1,1,1,0,1,-0.5,0,0.5
"2129",1,1,0,0,1,0,-0.5,-1,-1
"2130",1,1,1,1,1,0,-1,1,-1
"2131",1,1,1,1,1,0,-1,1,-1
"2132",0,0,0,0,1,0,0.5,0,-0.5
"2133",0,0,0,0,0,0,-1,1,-1
"2134",1,1,0,0,1,0,0.5,0,0
"2135",1,1,1,1,1,0,-1,1,-1
"2136",0,0,0,0,0,0,-1,0,-1
"2137",1,1,0,0,0,0,0,1,-1
"2138",0,0,0,0,1,0,0.5,0,-1
"2139",1,1,0,0,1,0,-0.5,0,-0.5
"2140",1,1,0,0,1,0,1,0,-1
"2141",1,1,0,1,1,0,-1,0,-1
"2142",1,1,0,0,1,0,-1,0,-1
"2143",1,1,0,0,1,0,1,-1,-0.5
"2144",1,0,0,0,1,0,-1,1,-1
"2145",1,1,0,0,1,0,-0.5,-1,-1
"2146",1,1,0,0,1,0,-1,-1,-0.5
"2147",0,0,0,0,0,0,-1,0,-0.5
"2148",1,0,0,0,1,0,0.5,-1,-1
"2149",1,1,1,1,1,0,-1,0,-1
"2150",0,1,0,1,0,0,-1,1,-1
"2151",0,0,0,0,1,0,-0.5,0,-1
"2152",0,0,0,0,1,0,0.5,0,-0.5
"2153",1,1,1,1,1,0,-1,0,-1
"2154",0,0,0,0,1,0,1,0,-0.5
"2155",0,0,0,0,1,0,0.5,0,-1
"2156",0,0,0,0,1,0,-0.5,-1,-1
"2157",1,1,1,1,0,1,-1,0,-1
"2158",0,0,0,0,1,0,-1,0,-1
"2159",1,1,0,1,1,0,-1,0,-1
"2160",0,0,0,0,1,0,-1,0,-1
"2161",0,0,0,0,1,0,-1,0,-1
"2162",0,0,0,0,1,0,-0.5,-1,-1
"2163",0,1,0,1,1,0,-0.5,0,-1
"2164",0,1,0,1,1,0,-1,1,-1
"2165",1,1,0,0,1,0,-0.5,0,-1
"2166",1,1,0,0,1,0,0.5,-1,-1
"2167",0,0,0,0,1,0,1,0,-1
"2168",1,1,1,1,1,0,-1,0,-1
"2169",1,0,1,0,0,0,-1,0,-1
"2170",0,0,0,0,1,0,0.5,0,-0.5
"2171",1,0,0,0,1,0,0.5,0,-0.5
"2172",0,0,0,0,0,0,0.5,0,-0.5
"2173",1,1,1,0,1,0,-1,0,-0.5
"2174",0,0,0,0,1,0,-1,0,-1
"2175",1,1,0,0,0,0,1,-1,0
"2176",1,1,0,0,1,0,0,-1,-0.5
"2177",1,1,0,0,1,0,1,0,1
"2178",0,1,0,1,0,0,-1,1,-1
"2179",1,0,0,0,1,0,-0.5,0,-0.5
"2180",1,1,0,1,1,0,-1,0,-1
"2181",1,1,1,1,0,1,-1,1,-0.5
"2182",1,1,1,1,1,0,-1,1,-1
"2183",1,1,0,0,1,0,0.5,-1,-1
"2184",1,0,1,0,1,0,-1,0,-1
"2185",0,1,0,0,1,0,0.5,-1,-0.5
"2186",1,1,0,1,0,0,1,0,0.5
"2187",0,0,0,0,1,0,1,0,-0.5
"2188",1,1,0,1,0,0,-1,1,-1
"2189",1,1,0,0,1,0,1,-1,0
"2190",1,1,0,0,1,0,1,-1,-0.5
"2191",0,1,0,1,1,0,0.5,0,-1
"2192",1,1,0,0,1,0,0.5,0,-1
"2193",1,1,0,0,1,0,1,-1,-1
"2194",1,1,0,0,1,0,1,-1,-1
"2195",1,1,1,1,1,0,-1,1,-1
"2196",1,1,0,0,1,0,-1,1,-0.5
"2197",0,1,0,1,1,0,-1,1,-1
"2198",1,1,1,1,0,0,-1,1,-1
"2199",0,0,0,0,0,0,-1,0,-1
"2200",0,0,0,0,1,0,-0.5,1,-1
"2201",0,0,0,0,1,0,1,1,0
"2202",0,0,0,0,0,0,-1,0,-1
"2203",1,1,0,1,0,0,-1,1,-0.5
"2204",1,0,1,0,1,0,-1,1,-0.5
"2205",0,1,0,0,0,0,-1,0,-0.5
"2206",1,1,0,1,0,0,-1,-1,-0.5
"2207",0,0,0,0,1,0,-1,0,0
"2208",0,1,0,1,1,0,-1,1,-1
"2209",1,1,0,1,1,0,1,0,-1
"2210",1,1,0,1,0,0,-0.5,1,-1
"2211",0,0,0,0,1,0,-0.5,1,-1
"2212",1,0,0,0,1,0,-0.5,0,0.5
"2213",0,1,0,1,1,0,-1,-1,-1
"2214",0,0,0,0,0,0,-0.5,0,-1
"2215",0,1,0,1,1,0,-1,1,-1
"2216",1,1,0,0,1,0,-0.5,-1,-0.5
"2217",1,1,1,1,0,0,-1,1,0
"2219",1,1,1,0,1,0,-1,1,-1
"2220",0,0,0,0,1,0,-1,0,-0.5
"2221",1,1,0,0,1,0,-1,0,-0.5
"2222",0,1,0,0,1,0,-1,1,-1
"2223",1,1,1,1,1,0,-1,1,-1
"2224",0,1,0,1,1,0,-1,0,-1
"2225",0,1,0,1,0,0,-0.5,1,-1
"2226",0,0,0,0,0,0,-1,0,-1
"2227",1,1,1,1,1,0,-0.5,1,-1
"2228",1,1,1,1,1,0,-1,1,0
"2229",0,0,0,0,0,0,-1,0,-1
"2230",0,0,0,0,1,0,-1,0,-1
"2231",1,0,0,0,1,0,0.5,1,-1
"2232",1,1,0,0,1,0,-1,0,-1
"2233",1,1,1,0,1,0,-1,0,-1
"2234",1,1,1,0,1,0,-1,0,-1
"2235",0,1,0,1,1,0,-0.5,0,-0.5
"2236",0,1,0,0,1,0,1,-1,-1
"2237",0,1,0,1,0,1,-1,1,-1
"2238",1,1,0,0,1,0,-1,-1,-1
"2239",1,0,1,0,0,1,-1,1,-0.5
"2240",0,1,0,1,0,1,-1,1,-1
"2241",0,1,0,1,0,1,-1,1,-1
"2242",0,0,0,0,0,0,-1,-1,-0.5
"2243",0,1,0,1,0,1,-0.5,1,-1
"2244",0,0,0,0,0,0,-0.5,0,0
"2245",1,1,0,1,0,1,-1,1,-0.5
"2246",0,0,0,0,0,1,-1,1,-1
"2247",1,1,1,1,1,0,-1,1,-1
"2248",0,0,0,0,0,1,-1,0,-1
"2249",1,1,1,1,0,1,-1,1,-1
"2250",0,0,0,0,0,1,-0.5,1,-1
"2251",1,0,0,0,0,0,-1,1,-1
"2252",0,1,0,1,0,1,-1,1,-1
"2253",1,1,0,0,0,1,-1,0,-1
"2254",1,1,1,1,1,0,0.5,1,-0.5
"2255",1,1,0,1,1,0,-1,0,-1
"2256",0,0,0,0,1,0,-1,1,-1
"2257",0,0,0,0,1,0,-0.5,1,-1
"2259",1,0,1,1,1,0,-0.5,1,-1
"2261",0,0,0,0,1,0,-1,0,-1
"2263",0,0,0,0,0,0,1,0,-1
"2265",0,1,0,1,1,0,1,-1,0
"2266",1,1,1,1,0,0,-1,1,-0.5
"2267",1,0,0,0,1,0,-0.5,-1,-0.5
"2268",0,0,0,0,1,0,-0.5,0,-1
"2269",1,0,0,0,1,0,-1,-1,-1
"2270",1,1,0,0,1,0,-1,0,-1
"2271",0,1,0,1,1,0,-1,1,-1
"2272",0,0,0,0,0,0,-0.5,0,-1
"2273",0,1,0,1,1,0,-1,0,-1
"2274",1,1,1,1,0,0,-0.5,0,-1
"2275",0,1,0,1,0,0,-1,0,-1
"2276",0,0,0,0,0,0,-0.5,0,-1
"2277",0,0,0,0,1,0,0.5,0,-1
"2278",0,0,0,0,1,0,0.5,0,0
"2279",1,1,1,0,1,0,-1,0,-0.5
"2280",0,1,0,1,0,0,-1,1,-1
"2281",0,1,0,1,1,0,0.5,0,-1
"2282",1,0,0,0,1,0,1,-1,-0.5
"2283",0,1,0,0,1,0,-1,0,-0.5
"2285",1,0,1,1,0,0,-1,1,-1
"2287",0,0,0,1,1,0,0.5,1,-1
"2289",1,0,0,1,0,1,-1,1,-1
"2291",0,1,0,0,1,0,-1,0,-1
"2293",0,0,0,0,0,1,0.5,1,-0.5
"2295",0,1,0,0,1,0,-1,1,-0.5
"2297",1,0,1,1,0,0,-1,1,-1
"2299",0,0,0,0,1,0,1,1,-0.5
"2301",0,1,0,0,1,0,-0.5,0,-0.5
"2303",1,0,1,0,0,1,-1,1,-1
"2305",1,0,1,1,1,0,-1,1,-0.5
"2307",1,0,1,1,0,1,-0.5,0,-1
"2309",0,0,0,1,1,0,-1,1,-1
"2311",1,0,0,0,1,0,1,-1,-1
"2313",0,0,0,1,1,0,-1,1,-1
"2315",0,1,0,0,1,0,1,0,0
"2317",0,0,0,1,1,0,-1,0,-1
"2319",1,0,1,1,0,1,-1,1,-0.5
"2321",0,1,0,0,1,0,-1,1,-1
"2323",0,0,0,0,1,0,-0.5,0,-0.5
"2325",0,1,0,0,1,0,-1,0,-1
"2327",1,0,0,1,1,0,-1,1,0
"2329",0,1,0,0,1,0,-1,0,-1
"2331",1,0,0,1,1,0,-1,1,-1
"2333",1,0,0,0,1,0,1,0,0
"2335",0,0,0,0,1,0,1,1,0.5
"2337",0,0,0,0,1,0,-1,1,0
"2339",0,0,0,0,1,0,-0.5,1,-1
"2341",0,0,0,1,1,0,-0.5,1,-0.5
"2343",0,0,0,0,1,0,-0.5,0,0
"2345",0,1,0,0,0,0,-0.5,-1,0
"2347",1,0,1,1,0,0,-1,1,-1
"2349",0,0,0,0,1,0,-1,0,-0.5
"2351",1,0,1,1,1,0,-1,1,-1
"2353",0,1,0,0,0,0,-1,0,-0.5
"2357",1,0,1,1,1,0,-1,1,-1
"2359",0,1,0,0,1,0,0.5,0,-1
"2361",0,0,0,0,0,0,-1,0,0.5
"2363",1,0,0,0,1,0,1,-1,-1
"2365",1,0,0,0,1,0,-1,1,-1
"2367",1,0,1,1,1,0,0,1,-1
"2369",0,1,0,0,0,0,-0.5,1,1
"2371",1,0,1,0,1,0,-1,1,-1
"2373",0,1,0,0,1,0,-1,1,-1
"2375",0,0,0,0,1,0,-1,0,-0.5
"2377",1,0,0,1,1,0,-1,-1,-0.5
"2379",0,0,0,0,1,0,-0.5,0,-1
"2380",0,0,0,0,1,0,-1,1,0
"2381",0,1,0,1,1,0,1,-1,-0.5
"2382",1,1,1,1,1,0,-1,1,-1
"2383",0,0,0,0,1,0,-0.5,0,-1
"2384",1,0,0,0,1,0,-1,1,-1
"2385",1,1,0,1,0,0,-0.5,0,0
"2386",0,0,0,0,0,0,-1,0,0.5
"2387",1,1,0,1,1,0,1,1,-1
"2388",0,0,0,0,1,0,-0.5,0,-1
"2389",1,1,1,1,1,0,-1,1,-1
"2390",0,0,0,0,1,0,-1,0,0
"2391",1,1,0,1,1,0,0.5,0,-1
"2392",1,1,1,1,1,0,-1,1,-0.5
"2393",1,0,1,0,1,0,1,1,-0.5
"2394",0,0,0,0,1,0,-1,0,-1
"2395",1,0,1,0,1,0,-1,0,-1
"2396",1,1,0,1,1,0,0.5,0,-0.5
"2397",0,1,0,0,0,0,-1,1,-1
"2398",0,0,0,0,1,0,-1,0,-1
"2399",0,1,0,1,1,0,-1,0,-1
"2400",1,1,1,1,0,0,-1,0,-1
"2401",1,1,1,1,1,0,-1,1,-0.5
"2402",0,0,0,0,0,1,0,0,-0.5
"2403",0,0,0,0,0,0,0.5,0,-0.5
"2404",0,1,0,1,1,0,-1,1,-1
"2405",1,1,1,1,1,0,-1,0,-1
"2406",1,1,1,1,1,0,-1,1,-1
"2407",0,0,0,0,1,0,-1,0,-1
"2408",0,0,0,0,0,0,-1,0,-0.5
"2409",0,0,0,0,1,0,-1,1,-1
"2410",1,1,0,0,1,0,0.5,-1,-0.5
"2411",1,1,1,1,1,0,-1,1,-1
"2412",1,1,1,1,1,0,-1,1,-1
"2413",1,1,0,0,1,0,-0.5,-1,-1
"2414",1,1,1,1,1,0,-1,1,-0.5
"2415",1,1,0,0,1,0,0.5,-1,-1
"2416",1,0,1,0,0,1,-1,0,-0.5
"2417",0,1,0,1,1,0,-0.5,1,0
"2418",0,0,0,0,0,1,-1,0,-1
"2419",1,1,1,1,0,1,-1,1,-1
"2420",1,1,0,1,0,1,-1,0,-1
"2421",0,0,0,0,0,0,1,0,0
"2422",1,1,0,1,0,1,-1,0,-1
"2423",0,0,0,0,0,1,-1,1,-1
"2424",0,0,0,0,0,1,0.5,0,0
"2425",0,0,0,0,1,0,-1,0,-0.5
"2426",0,0,0,0,0,1,-0.5,0,0.5
"2427",1,1,0,0,1,0,-0.5,0,-1
"2428",1,1,1,1,0,1,-1,1,-1
"2429",1,1,1,1,1,0,-1,1,-1
"2430",1,1,0,0,1,0,0.5,-1,-1
"2431",0,1,0,1,1,0,-1,1,-1
"2432",1,1,1,1,1,0,-1,1,-1
"2433",1,1,1,1,1,0,-1,1,-0.5
"2434",1,1,0,1,1,0,-0.5,1,-1
"2435",1,0,1,0,1,0,-1,0,-1
"2436",1,1,1,1,1,0,-1,1,-1
"2437",1,1,0,0,1,0,0.5,0,-0.5
"2438",1,1,1,1,0,1,-0.5,1,-1
"2439",1,1,0,1,1,0,-1,0,0
"2440",0,0,0,0,1,0,-0.5,0,-0.5
"2441",1,0,1,0,1,0,-1,1,-1
"2442",1,1,0,0,1,0,-1,0,-1
"2443",0,1,0,1,1,0,-1,0,-1
"2444",1,1,0,1,1,0,-1,0,-1
"2445",1,1,0,0,1,0,-1,0,-1
"2446",1,1,0,0,1,0,0.5,-1,-0.5
"2447",1,1,1,1,0,0,-1,1,-1
"2448",1,1,0,0,1,0,0.5,0,-0.5
"2449",1,0,0,0,0,0,-1,0,-1
"2450",1,1,0,0,1,0,0.5,0,-1
"2451",0,1,0,0,1,0,0.5,-1,-0.5
"2452",0,1,0,1,1,0,-1,1,-1
"2453",1,1,0,1,1,0,-1,0,-1
"2454",0,0,0,0,1,0,-1,0,-1
"2455",1,1,0,0,1,0,0.5,-1,-1
"2456",0,1,0,0,1,0,0,-1,0.5
"2457",1,1,1,1,1,0,-1,1,-1
"2458",1,1,0,0,1,0,0,0,-0.5
"2459",0,0,0,0,0,0,0,0,-0.5
"2460",1,1,0,0,1,0,0.5,0,-0.5
"2461",1,0,1,0,1,0,-1,1,0
"2462",1,1,0,0,1,0,0.5,-1,-1
"2463",1,1,0,0,1,0,0,-1,-0.5
"2464",1,0,1,0,1,0,-1,0,-1
"2465",0,1,0,0,1,0,0,-1,-0.5
"2466",1,1,1,1,1,0,-1,1,-1
"2467",1,1,0,0,1,0,0,0,0
"2468",1,0,0,0,1,0,0.5,0,-1
"2469",0,0,0,0,1,0,1,1,0
"2470",0,0,0,0,1,0,-1,0,-1
"2471",1,1,1,1,0,0,-1,1,-1
"2472",1,0,1,0,0,0,-1,1,-1
"2474",1,1,0,0,1,0,-1,0,-0.5
"2475",0,0,0,0,1,0,0.5,0,0
"2476",1,1,0,0,1,0,1,-1,-1
"2477",1,1,1,0,1,0,-1,1,-1
"2479",1,0,1,0,1,0,-1,0,-1
"2481",0,0,0,0,0,0,-1,0,-0.5
"2483",1,0,0,0,1,0,-1,-1,-1
"2485",0,0,0,0,1,0,0,1,0
"2487",1,0,1,0,0,1,-1,1,0
"2489",0,0,0,0,0,1,-0.5,1,-0.5
"2491",0,0,0,0,1,0,1,0,-1
"2493",1,1,1,0,1,0,-1,-1,0.5
"2495",1,1,1,0,1,0,-1,0,-1
"2497",0,0,0,0,1,0,-0.5,0,-0.5
"2499",1,1,0,0,1,0,1,-1,0
"2501",1,0,0,0,0,1,-1,1,-1
"2503",0,1,0,0,1,0,1,1,-0.5
"2507",1,1,0,0,1,0,-1,-1,-1
"2509",1,1,0,0,1,0,-1,-1,-1
"2511",1,0,0,0,1,0,0.5,-1,-1
"2513",0,0,0,0,0,1,-1,1,-1
"2515",1,0,1,0,0,1,-1,1,-1
"2517",1,0,1,0,1,0,-1,1,-1
"2519",0,0,0,0,1,0,-1,-1,-1
"2521",1,1,0,0,1,0,1,0,-1
"2523",0,1,0,0,1,0,0,0,0
"2525",1,0,1,0,0,1,-1,0,-1
"2527",0,1,0,0,0,1,-1,1,-0.5
"2529",1,0,1,1,1,0,-1,0,-1
"2531",1,0,0,1,1,0,0.5,0,-0.5
"2533",1,0,0,1,1,0,-1,0,-0.5
"2535",1,0,1,0,1,0,-1,1,-0.5
"2537",1,0,0,0,1,0,-1,1,-1
"2539",1,0,0,1,1,0,0.5,-1,-1
"2543",1,0,1,0,0,1,-1,1,-1
"2545",1,1,1,1,0,1,-1,1,-1
"2546",0,0,0,0,0,0,-1,1,-1
"2547",1,1,1,1,0,1,-1,1,-1
"2548",1,1,1,1,0,1,-1,1,-1
"2549",1,1,0,0,1,0,-1,-1,-1
"2550",0,1,0,1,1,0,-1,0,-1
"2551",0,1,0,1,0,1,0.5,0,-0.5
"2552",0,0,0,0,0,1,-1,-1,-0.5
"2553",1,1,1,1,0,1,-1,1,-1
"2554",0,0,0,0,0,1,-1,0,-1
"2555",1,1,1,1,0,1,-1,0,-1
"2556",1,1,1,1,1,0,-1,1,-1
"2557",1,1,1,1,1,0,-1,1,-1
"2558",1,0,0,0,0,1,-0.5,1,-0.5
"2559",1,1,1,0,1,0,-0.5,0,-1
"2560",0,0,0,0,1,0,-1,0,-1
"2561",1,1,1,1,1,0,-1,0,-1
"2562",0,0,0,0,1,0,-1,1,-0.5
"2563",1,1,1,1,1,0,-1,1,-1
"2564",0,0,0,0,1,0,-1,0,-1
"2565",0,0,0,0,0,0,-1,0,-1
"2566",1,1,1,1,0,0,-0.5,1,0
"2567",0,1,0,1,0,1,-1,1,-1
"2568",1,0,0,0,1,0,-1,-1,-1
"2569",1,1,1,1,1,0,-1,1,-1
"2570",1,1,0,0,1,0,0.5,-1,-0.5
"2571",1,1,0,1,1,0,-1,0,-1
"2572",1,1,1,1,1,0,-0.5,1,-0.5
"2573",1,1,0,0,1,0,-0.5,0,-1
"2574",0,1,0,1,1,0,-0.5,0,-1
"2575",0,1,0,1,1,0,0.5,0,-1
"2576",1,1,1,1,1,0,-1,1,-1
"2577",1,1,1,1,1,0,-1,1,-1
"2578",1,1,0,0,1,0,-1,-1,-1
"2579",1,1,1,1,1,0,-1,1,-1
"2580",1,0,0,0,1,0,1,0,0.5
"2581",0,0,0,0,1,0,-0.5,0,-1
"2582",1,1,0,0,1,0,0,0,-1
"2583",1,1,1,1,1,0,-1,1,-1
"2584",1,1,1,1,1,0,-1,0,-1
"2585",1,1,0,1,1,0,-0.5,0,-1
"2586",1,0,1,0,1,0,-0.5,0,-1
"2587",1,1,1,1,1,0,-1,1,-1
"2588",1,1,0,0,1,0,-1,-1,-1
"2589",0,0,0,0,1,0,0.5,1,-0.5
